MedicineID,Name,Description,CompanyName,Cost,Category,IsPrescribed,PackagingTemperature,CompanyID,HomemadeRemedies
668,Cough,Chondrocalc NOS-forearm,"Fay, Hessel and Borer",99.89,Pharmacy Medicine,1,24,36,use wake early
669,Oxygen,Sec DM unsp nt st uncon,Carter Inc,62.6,Pharmacy Medicine,0,25,100,take neem
670,Mouth Rinse,Hx of colonic malignancy,Kris-Jacobson,14.19,Pharmacy Medicine,0,26,9,do vegetarian
671,Calm Drops,Ventricular flutter,"Simonis, Kling and Mraz",88.95,Pharmacy Medicine,0,22,71,take tulsi
672,AZITHROMYCIN,Malfunc card dev/grf NEC,Kreiger Group,508.98,Pharmacy Medicine,0,-3,37,practice sav-assan
673,Elta MD UV Clear,Psychophysic visual dist,"Raynor, Walker and Jakubowski",17.93,General Sales List,0,1,58,follow sav-assan
674,Isopropyl Alcohol,Blasting materials accid,Emard Group,14.72,Pharmacy Medicine,0,-1,93,use vegetarian
675,ATORVASTATIN CALCIUM,Organic insomnia NOS,"Moen, Osinski and Weissnat",94.58,Pharmacy Medicine,1,29,73,take haldi
676,Loperamide HCl Anti-Diarrheal,Unsp ds conjuc chlamydia,"Maggio, Wehner and Ratke",37.58,General Sales List,0,19,83,practice tulsi
677,Lamotrigine,Ac stom ulc hem/perf-obs,Spinka-Crist,33.4,Pharmacy Medicine,0,8,40,follow sav-assan
678,Bayer Genuine Aspirin,Ben endomet hyperplasia,Spinka-Crist,495.23,General Sales List,0,13,40,take neem
679,fentanyl citrate,Galactorrhea-delivered,Feil-Mante,35.81,Controlled List,0,15,96,use boil water
680,Metoprolol Tartrate,Sec malig neo nerve NEC,Mayert LLC,87.16,Controlled List,0,7,41,practice neem
681,GARAMYCIN,2nd deg burn breast,Harris LLC,21.17,Controlled List,0,-5,95,use padma-assan
682,Black Willow,TB of eye-cult dx,Kuhic Inc,92.09,Controlled List,1,29,23,practice boil water
683,Nighttime Cold and Flu,Candidal otitis externa,"Dare, O'Reilly and Purdy",24.5,General Sales List,0,23,50,follow neem
684,LBEL Couleur Luxe Rouge Amplifier XP amplifying SPF 15,Hx-health hazard NOS,Hauck-Denesik,865.95,Controlled List,0,4,35,follow neem
685,NITROGEN,Sbac lym leuk in relapse,Lemke LLC,47.99,Pharmacy Medicine,1,-2,18,practice padma-assan
686,Ibuprofen,Phlbts sprfc vn up extrm,Stamm-Littel,47.36,General Sales List,0,29,27,take haldi
687,Gemcitabine Hydrochloride,Other pulmonary insuff,"Hermiston, Legros and Hand",36.13,Controlled List,0,24,13,do tulsi
688,BETULA NIGRA POLLEN,Opn brain inj-mod coma,Yost-Pouros,36.73,Controlled List,0,-1,85,follow tulsi
689,Children Acetaminophen,Erythem nodos tb-no exam,"Schulist, Jerde and Romaguera",48.54,Pharmacy Medicine,1,-5,91,do boil water
690,Maximum Strength One Step Wart Remover Strips,Ankylosis-unspec,"Hettinger, Becker and Walter",994.43,General Sales List,1,30,26,practice wake early
691,GOODSENSE LUBRICATING EYE DROPS,Sec DM ketoacd uncntrld,Harvey and Sons,66.42,Controlled List,1,16,46,take boil water
692,Teething,Postcoital bleeding,Anderson Group,13.52,Controlled List,1,28,77,use tulsi
693,Ivy-Dry Super,Spon abort uncompl-inc,Hettinger Inc,45.7,General Sales List,0,3,12,follow tulsi
694,Risperidone,Breast infect NEC-deliv,Ferry Group,55.89,General Sales List,0,14,74,do 8 hour sleep
695,Metformin Hydrochloride,Retinoshisis or cyst NEC,"Hermiston, Legros and Hand",92.19,Controlled List,1,17,13,practice 8 hour sleep
696,Suphedrine,Ocl bslr art w infrct,Gottlieb-Kemmer,51.79,General Sales List,1,12,45,follow 8 hour sleep
697,EcoCare 270,Climact arthritis-l/leg,Goldner-Gottlieb,28.8,Controlled List,0,19,99,do vegetarian
698,A and D Original,Pyogen arthritis NEC,"Schulist, Jerde and Romaguera",84.97,General Sales List,1,7,91,use neem
699,Booty Goo,Mech loosening pros jt,"Cummings, Smith and O'Connell",70.54,General Sales List,0,2,33,practice padma-assan
700,DIPHENHYDRAMINE HYDROCHLORIDE,Calculus of kidney,Kris-Jacobson,69.61,Pharmacy Medicine,0,18,9,use vegetarian
701,Methotrexate,Loose body in knee,Hartmann-Brakus,15.57,General Sales List,0,13,62,use vegetarian
702,Ovidrel,Bursitis NEC,Kub-Aufderhar,596.95,Controlled List,0,12,72,follow padma-assan
703,Metoprolol Tartrate,Oth mono leuk in relapse,"Cremin, Rosenbaum and Bashirian",17.63,Controlled List,1,-3,86,do padma-assan
704,METHOTREXATE SODIUM,Hodgkins granulom thorax,Dietrich-Denesik,36.51,Pharmacy Medicine,1,13,63,take neem
705,Zonegran,Dis of gallbladder NOS,Wolff-Hand,47.89,General Sales List,1,15,3,do sav-assan
706,Omeprazole,Disc degeneration NOS,Crona-Leannon,25.82,Pharmacy Medicine,0,30,6,do boil water
707,INFeD,Diphtheritic cystitis,Langosh Inc,10.17,General Sales List,1,16,19,use boil water
708,Gelato Neutral PH,Injury hypogastric vein,"Hermiston, Legros and Hand",928.3,Pharmacy Medicine,0,27,13,do boil water
709,Breakout Clearing All Over Toner,Mal neo lower lobe lung,Zemlak and Sons,91.44,Pharmacy Medicine,1,11,70,do tulsi
710,Bac Stop,Gangrene,Muller Group,26.67,Controlled List,1,27,88,do haldi
711,Acid Controller,NB pulmonary hemorrhage,Herman-Marks,27.98,General Sales List,1,23,94,use padma-assan
712,Ciprofloxacin,Injury sciatic nerve,Johns-Lowe,33.63,Pharmacy Medicine,1,16,56,do boil water
713,Monsels Solution,DMI oth uncntrld,"Reinger, Langworth and Wunsch",10.2,Pharmacy Medicine,1,24,11,do 8 hour sleep
714,Flatulence,Eye anomalies NEC,Leffler Inc,135.44,Pharmacy Medicine,0,23,76,practice boil water
715,Night Time Cherry,Venom sea animals/plants,"O'Conner, Kris and Schowalter",84.85,General Sales List,0,25,54,follow 8 hour sleep
716,Degree,Aortic valve disorder,Kuhic Inc,97.26,Pharmacy Medicine,0,19,23,use haldi
717,Fluticasone Propionate,Cl skul base fx-brf coma,Langosh Inc,86.45,Pharmacy Medicine,1,20,19,take wake early
718,Neutrogena Nourishing Eye Quad,Toxoplasmosis site NEC,"Schulist, Jerde and Romaguera",53.85,Pharmacy Medicine,0,8,91,practice wake early
719,DiorSkin Nude 023 Peach,Drug-induced mood disord,"Cummings, Smith and O'Connell",14.91,General Sales List,0,14,33,use neem
720,KOMBIGLYZE,Opioid/other dep-unspec,Stamm-Littel,567.62,General Sales List,0,27,27,practice tulsi
721,ACETAMINOPHEN AND DIPHENHYDRAMINE HYDROCHLORIDE,Sev intellect disability,"Welch, Turner and O'Reilly",89.96,General Sales List,1,0,89,do vegetarian
722,NITROSTAT,Irritable bowel syndrome,Zemlak and Sons,68.31,Controlled List,1,8,70,take vegetarian
723,aspirin,Visceral herpes simplex,Stamm-Littel,54.71,Pharmacy Medicine,0,8,27,follow tulsi
724,Childrens TYLENOL,Leptospiral infect NEC,"Goyette, Daniel and Leannon",52.4,Pharmacy Medicine,1,12,5,use boil water
725,Curad Alcohol,Chr lym leuk w rmsion,Rempel Inc,64.07,General Sales List,1,15,8,take vegetarian
726,Warfarin Sodium,Acute HTR NOS,Kris-Jacobson,243.04,Controlled List,0,8,9,follow 8 hour sleep
727,Sport Mate Non-Alcohol Foaming Instant Hand Sanitizer,Malfunc vasc device/graf,"O'Conner, Kris and Schowalter",89.79,General Sales List,0,3,54,do vegetarian
728,Otoflam,Adv eff psychotropic NEC,Harris-Beer,49.62,General Sales List,1,3,32,follow padma-assan
729,MOMETASONE FUROATE,Cardioresp exercise NEC,Herman-Marks,14.9,Pharmacy Medicine,0,1,94,take sav-assan
730,OXYCODONE HYDROCHLORIDE,Opn skul/oth fx-brf coma,Anderson Group,14.73,Pharmacy Medicine,1,16,77,practice neem
731,Doxazosin Mesylate,Acc-power hand tool NEC,Ebert and Sons,10.44,Controlled List,0,0,98,practice boil water
732,galantamine hydrobromide,Disloc thoracic vert-opn,Hamill-Goyette,690.96,Pharmacy Medicine,0,7,59,take tulsi
733,Salonpas pain relieving GEL-PATCH HOT,Dislocat foot NEC-closed,Ankunding Inc,78.54,Pharmacy Medicine,1,21,48,take tulsi
734,Sertraline,Vacuum extrac del aff NB,Bradtke-Heathcote,99.52,Controlled List,1,29,78,use tulsi
735,SENNA TIME,Benign neoplasm eye NEC,Kreiger Group,56.48,General Sales List,1,7,37,follow wake early
736,Guaifenesin,Disorder of ear NOS,"Simonis, Kling and Mraz",85.72,Controlled List,1,29,71,practice boil water
737,Ciprofloxacin,Alzheimer's disease,Kuhic Inc,25.82,Pharmacy Medicine,1,-5,23,use boil water
738,ClotrimazOil Antifungal,Cor ath unsp vsl ntv/gft,Yundt-Price,195.95,Pharmacy Medicine,0,11,15,take padma-assan
739,Pantoprazole Sodium,Longitudinal defic femur,Tillman-Waelchi,50.22,General Sales List,0,22,4,practice tulsi
740,Fresh Med Solution,Pap smear vagina w HGSIL,Nitzsche and Sons,98.14,Controlled List,0,3,21,take boil water
741,CLARINS BROAD SPECTRUM SPF 15 - Sunscreen Multi-Active Day Early wrinkle correcting,Primary CNS lymph spleen,"Hettinger, Becker and Walter",83.75,General Sales List,1,13,26,follow 8 hour sleep
742,JIANZE ALCOHOL PREP PAD MEDIUM,Inadv radiat exp-medical,Kris-Jacobson,56.73,Controlled List,0,19,9,take haldi
743,PHENTERMINE HYDROCHLORIDE,Conn's syndrome,Lynch-Hyatt,84.93,Pharmacy Medicine,0,3,17,do sav-assan
744,Mucor racemosus,Abn glucose-postpartum,Leffler Inc,655.86,Pharmacy Medicine,1,12,76,practice 8 hour sleep
745,Medicated Apricot Scrub,Idiopathic urticaria,"Dare, O'Reilly and Purdy",39.67,General Sales List,0,28,50,practice wake early
746,Gastrografin,Complx febrile convulsns,Stamm-Littel,51.81,General Sales List,0,29,27,follow tulsi
747,Gabapentin,Senile degenerat brain,Kuhic Inc,25.99,Pharmacy Medicine,1,29,23,use sav-assan
748,Lodgepole Pine,Cerebvas dis-deliv w p/p,"Greenholt, Herman and Gislason",74.28,Pharmacy Medicine,0,-1,92,use tulsi
749,Celery,Contraceptive mangmt NEC,"Maggio, Wehner and Ratke",72.25,Pharmacy Medicine,1,15,83,practice padma-assan
750,MooreBrand Ibuprofen,Lacerat of cervix-unspec,"Hermiston, Legros and Hand",390.52,General Sales List,1,14,13,practice 8 hour sleep
751,Sunmark nite time,Benign neo bronchus/lung,Mayert LLC,64.68,Pharmacy Medicine,1,4,41,use sav-assan
752,Topcare infants pain relief,Heart assist dev replace,"Goyette, Daniel and Leannon",67.93,Pharmacy Medicine,0,12,5,do wake early
753,Oral Analgesic,Cl skull fx NEC-coma NOS,"Predovic, Robel and Considine",97.14,General Sales List,0,9,1,practice sav-assan
754,Namenda,Fit/adj non-vsc cath NEC,Fay-Rau,69.75,Controlled List,1,23,87,take tulsi
755,NITROUS OXIDE,Cl skull vlt fx-coma NOS,Muller Group,12.31,Pharmacy Medicine,0,16,88,follow sav-assan
756,Hydrogen Peroxide,Vascular comp vessel NEC,Kris-Jacobson,952.34,General Sales List,1,7,9,take padma-assan
757,COLGATE,Irritability,"Schulist, Jerde and Romaguera",67.66,Pharmacy Medicine,1,24,91,use tulsi
758,SHISEIDO SUN PROTECTION COMPACT FOUNDATION (REFILL),2nd degree burn NOS,"Hahn, Lubowitz and Halvorson",63.44,General Sales List,0,25,69,do padma-assan
759,Daytime Nighttime,"Comp edentulism,class IV",Harris-Lesch,63.7,Pharmacy Medicine,1,13,43,take sav-assan
760,Clobetasol Propionate,East equine encephalitis,Wolf-Price,11.29,Pharmacy Medicine,1,17,47,practice tulsi
761,Fluconazole,Screening-eye cond NEC,Witting Inc,30.67,Pharmacy Medicine,1,-4,57,take 8 hour sleep
762,Relpax,Spon ab w compl NEC-comp,Wolf-Price,176.05,Pharmacy Medicine,0,24,47,follow 8 hour sleep
763,Amoxicillin,Rupt abd aortic aneurysm,Green-Harris,26.8,Pharmacy Medicine,0,15,34,take haldi
764,Dr. Young 2P Pearl Brightening Balm SPF35 PA,Damage pelvic jt-postpar,Tillman-Waelchi,55.89,Pharmacy Medicine,0,12,4,use wake early
765,MEDICAL AIR,Superf inj forearm NEC,"Cremin, Rosenbaum and Bashirian",56.28,Pharmacy Medicine,1,-4,86,practice neem
766,CLARINS BB Skin Perfecting Broad Spectrum SPF 25 Sunscreen 02 Medium,Constrictiv pericarditis,"Hyatt, Fisher and Crooks",12.71,Pharmacy Medicine,0,8,16,take sav-assan
767,Heparin Sodium in Dextrose,Actinomycosis NEC,DuBuque-Paucek,39.52,General Sales List,0,5,14,take haldi
768,Sodium Chloride,Thrombophlebitis NOS,Harris-Lesch,719.05,Controlled List,1,-5,43,take wake early
769,SuperPlus Beblesh Balm Triple Functions SPF25 PA 2Plus,Screen malig neop-vagina,Fay-Rau,82.69,Pharmacy Medicine,1,12,87,use vegetarian
770,Coppertone Tanning Dry Oil,Artific rupt membr-unsp,"Greenholt, Herman and Gislason",14.99,Controlled List,0,21,92,take sav-assan
771,Fycompa,Mal neo intrahepat ducts,Witting Inc,57.26,Controlled List,0,22,57,do neem
772,TOMATO,Tubrcloma brain-histo dx,"Simonis, Kling and Mraz",54.8,General Sales List,0,10,71,do sav-assan
773,Hydroxyzine Hydrochloride,Anphylct react milk prod,"Hahn, Lubowitz and Halvorson",26.46,General Sales List,0,11,69,do sav-assan
774,Aplenzin,Hx of poisoning,Herman-Marks,698.61,Controlled List,1,-3,94,use wake early
775,Exjade,Gc infect joint NEC,Ankunding Inc,32.77,Pharmacy Medicine,1,9,48,follow 8 hour sleep
776,The Original Mane n Tail Daily Control Anti Dandruff Conditioner,Cephal vers NOS-antepart,Hartmann-Brakus,75.24,General Sales List,0,-2,62,take haldi
777,PMS Tone,Outlet dysfnc constption,Yundt-Price,91.63,Pharmacy Medicine,1,17,15,take neem
778,Hand Sanitizer,Ca in situ bronchus/lung,"Hettinger, Becker and Walter",34.75,General Sales List,0,10,26,take wake early
779,Propylthiouracil,Subarach hem-concussion,"Ortiz, Corkery and Koelpin",53.71,Controlled List,0,10,67,use haldi
780,Skintegrity Antibacterial Hand,Psychiatric follow-up,Fay-Rau,280.8,Pharmacy Medicine,1,3,87,take padma-assan
781,Stool Softener,Contusion of forearm,Hamill-Goyette,74.88,Pharmacy Medicine,1,15,59,take haldi
782,Stool Softener,Ac resp flr fol trma/srg,Yost-Pouros,88.41,General Sales List,0,23,85,take 8 hour sleep
783,Piperacillin and Tazobactam,Elev ca antigen 125,Ankunding Inc,32.91,General Sales List,1,0,48,use wake early
784,EAD,Cl skul base fx-coma NOS,Goldner-Gottlieb,89.04,General Sales List,1,3,99,take neem
785,Capzasin P Arthritis Pain Relief,Ac duodenal ulcer w perf,"Douglas, Keeling and Murray",21.21,General Sales List,0,15,42,do vegetarian
786,pravastatin sodium,Antepartum hem NEC-deliv,Langosh Inc,831.55,Controlled List,0,12,19,practice neem
787,Gallic Acid,Erythema multiforme maj,Stamm-Littel,75.03,General Sales List,1,15,27,follow 8 hour sleep
788,Tretinoin,Mal neo lower vermilion,"Padberg, Heidenreich and Predovic",19.24,General Sales List,0,-5,84,take vegetarian
789,Norgestimate and Ethinyl Estradiol,Tuberculoid leprosy,Hartmann-Brakus,59.87,General Sales List,0,27,62,follow tulsi
790,"Pollens - Weeds and Garden Plants, Nettle Urtica dioica",Erythromelalgia,Langosh Inc,70.54,Pharmacy Medicine,1,1,19,practice haldi
791,Promescent,Trichomonal vaginitis,McKenzie Group,83.72,Pharmacy Medicine,1,27,7,follow neem
792,DG Health Dual Action Complete,Resp TB NEC-unspec,"Bode, Deckow and Schuster",648.87,General Sales List,1,-3,10,practice vegetarian
793,Losartan Potassium,Tongue disorder NEC,Nitzsche and Sons,89.84,Pharmacy Medicine,0,29,21,take tulsi
794,Hanip Gargle apple fragrance,Open wound of palate,Rempel Inc,48.44,Pharmacy Medicine,0,25,8,use neem
795,Cyclopentolate Hydrochloride,Adv eff GI agent NEC,"Luettgen, Hayes and Ward",68.54,Controlled List,1,24,38,follow sav-assan
796,Finasteride,Thrombophlebit-antepart,"Hettinger, Becker and Walter",90.71,Controlled List,1,22,26,follow 8 hour sleep
797,Amitriptyline Hydrochloride,Multiple contusion trunk,"Hyatt, Fisher and Crooks",61.71,General Sales List,0,22,16,follow sav-assan
798,Citalopram,Tick-borne ricketts NEC,Hamill-Goyette,213.85,Controlled List,0,-4,59,use tulsi
799,Finasteride,Hx estrogen therapy,"Cassin, Kuphal and Feeney",59.79,Controlled List,1,20,2,practice tulsi
800,Allergy Composition,Ac ischemic hrt dis NEC,Walter and Sons,41.79,General Sales List,1,14,44,practice haldi
801,Always Color Stay on Makeup Broad Spectrum SPF 15,Norml pressure hydroceph,"McGlynn, Hansen and Nicolas",96.84,Controlled List,0,1,24,take haldi
802,REYATAZ,C1-c4 spin cord inj NOS,Fay-Rau,82.82,Controlled List,0,16,87,use 8 hour sleep
803,Se-Care Chewable,Foreign body middle ear,"Schulist, Jerde and Romaguera",76.99,General Sales List,0,9,91,use boil water
804,BareMinerals Medium Tan matte,Fracture four ribs-open,"Douglas, Keeling and Murray",993.02,General Sales List,1,-3,42,use boil water
805,ZYPREXA,"Twin, mate lb-nonhosp",Hettinger Inc,56.21,Controlled List,0,26,12,practice vegetarian
806,Medicated Heat,TB periph lymph-oth test,Hartmann-Brakus,50.74,Pharmacy Medicine,0,11,62,do padma-assan
807,Pravastatin,Dislocat knee NEC-open,Emard Group,57.7,General Sales List,1,24,93,use tulsi
808,Treatment Set TS330533,Water sliding,"Bode, Deckow and Schuster",84.73,General Sales List,1,14,10,use padma-assan
809,PEACH SAKE PORE BB,Opioid dependence-unspec,Lemke LLC,71.38,Controlled List,0,10,18,do wake early
810,Coppertone KIDS,"Keratoconus, ac hydrops",Wyman Inc,953.83,Pharmacy Medicine,0,26,79,do padma-assan
811,Allergy Relief,Benign neoplasm skin NEC,Nitzsche and Sons,97.09,General Sales List,1,6,21,take tulsi
812,Bodycology,Breast abscess-delivered,Bradtke-Heathcote,34.84,Pharmacy Medicine,0,15,78,practice boil water
813,Moore Medical Antacid,Ankylosis-unspec,"Padberg, Heidenreich and Predovic",17.97,Controlled List,1,22,84,follow tulsi
814,Ifosfamide,T7-t12 fx-op/ant crd syn,"Schulist, Jerde and Romaguera",54.84,Pharmacy Medicine,1,25,91,use haldi
815,Natural Pain Relieving Lavender Breeze,Intermit monoc exotropia,"Predovic, Robel and Considine",14.82,Controlled List,0,20,1,use padma-assan
816,SKIN MEDICA Purifying Foaming Wash,Juv osteochondros pelvis,Lemke LLC,226.27,Controlled List,1,18,18,practice neem
817,Levetiracetam,"Blindness NOS, both eyes",Langosh Inc,13.38,Pharmacy Medicine,1,28,19,do vegetarian
818,good sense simethicone,Periostitis-shlder,Rempel Inc,29.77,Pharmacy Medicine,0,30,8,practice wake early
819,LBEL COULEUR LUXE AMPLIFIER XP,Hodg nodul sclero head,Hauck-Denesik,92.44,General Sales List,0,6,35,do wake early
820,Instant Hand Sanitizer Vanilla Noel,Ant nasal diphtheria,"Schulist, Jerde and Romaguera",12.63,Controlled List,0,7,91,use haldi
821,Miconazole Nitrate,Schmorl's nodes NOS,"McGlynn, Hansen and Nicolas",59.31,Controlled List,0,15,24,use wake early
822,Baby Daily Moisturizing Fragrance Free,Furniture acc w sub fall,"Simonis, Kling and Mraz",906.14,Controlled List,1,16,71,practice boil water
823,Nuvel Softy Roll-on Antiperspirant Deodorant,Mech strab w oth conditn,Bradtke-Heathcote,75.97,Controlled List,0,-1,78,follow boil water
824,ELF Super Glossy Lip Shine SPF 15,Malig neo pancreas NOS,Harris LLC,54.58,General Sales List,1,-1,95,use tulsi
825,Cyclosporine,Basal cell ca skin ear,McKenzie Group,72.1,Controlled List,0,22,7,practice boil water
826,Fluoxetine,Family hx-blindness,"Raynor, Walker and Jakubowski",59.7,Pharmacy Medicine,1,23,58,use boil water
827,Homeopathic Acne Formula,Abrasion hip/leg-infect,Mosciski Inc,27.48,General Sales List,1,15,20,use padma-assan
828,Losartan Potassium,Cong heart anomaly NEC,"Maggio, Wehner and Ratke",785.73,Controlled List,1,18,83,follow tulsi
829,Midol Complete,Subdural hem-prolng coma,Harris-Beer,17.42,Pharmacy Medicine,1,30,32,take neem
830,Calcium Chloride,Opn skl fx NEC-deep coma,Harris LLC,11.26,Pharmacy Medicine,1,20,95,do boil water
831,Desert Bambu,Microscopic hematuria,Leffler Inc,13.07,General Sales List,1,17,76,follow sav-assan
832,Snow Skin Sunscreen Lip Balm,Mal hypert hrt dis w hf,Lemke LLC,95.09,Pharmacy Medicine,0,15,18,follow tulsi
833,Levetiracetam,Opn wnd lat abdomen-comp,"Cummings, Smith and O'Connell",25.91,Pharmacy Medicine,0,10,33,take tulsi
834,LEVOTHYROXINE SODIUM,Venomous bite/sting NOS,Hane-Doyle,353.22,Pharmacy Medicine,0,0,51,follow haldi
835,XtraCare Skin Relief Oatmeal Daily Moisturizing,Neutropenia NOS,Harris-Lesch,71.59,General Sales List,0,3,43,take padma-assan
836,Hydralazine Hydrochloride,Anter pituitary dis NEC,Kuphal LLC,83.99,Pharmacy Medicine,0,-1,29,practice padma-assan
837,Fentanyl Citrate,Fetal disprop NOS-unspec,Langosh Inc,15.57,Controlled List,1,-4,19,use haldi
838,Mixture of Standardized and Non-Standardized Southeastern Grasses,Aftercare joint replace,"Reinger, Langworth and Wunsch",76.51,Controlled List,0,28,11,do neem
839,Allergy Desensitization,Transient visual loss,Harris LLC,93.81,Pharmacy Medicine,1,30,95,follow 8 hour sleep
840,Promethazine Hydrochloride,Vit A bitot's spot,Goldner-Gottlieb,584.19,Pharmacy Medicine,1,-2,99,follow tulsi
841,VANICREAM,Staph food poisoning,Langosh Inc,95.36,Controlled List,0,22,19,use tulsi
842,Pure Finish Mineral Powder Foundation SPF 20 Pure Finish 3,Skin/scuba diving acc,"Simonis, Kling and Mraz",31.79,Controlled List,1,3,71,do wake early
843,Lyrica,Open wound nasal sinus,"Prosacco, Cronin and Wilderman",93.67,General Sales List,0,16,25,do neem
844,Precose,Opn skul vlt fx-brf coma,Anderson Group,55.42,General Sales List,1,29,77,do padma-assan
845,Arroyo Willow,Q fever,Emard Group,12.18,General Sales List,1,26,93,follow wake early
846,Cefdinir,Mv coll w oth obj-mocycl,Wyman Inc,353.92,General Sales List,0,-3,79,use boil water
847,Hydrocodone Bitartrate and Acetaminophen,Unarmed fight or brawl,Crona-Leannon,52.14,Pharmacy Medicine,0,17,6,do wake early
848,Solmeet denti doctor,Oth umbil cord compress,Braun-Bartoletti,68.99,Pharmacy Medicine,0,-4,64,do boil water
849,Hasol Revitalizing,Spina bifida occulta,"Hermiston, Legros and Hand",49.9,General Sales List,1,29,13,take tulsi
850,Oxygen,Acute necrosis of liver,Mayert LLC,95.72,Controlled List,0,5,41,practice neem
851,Chestal Berry,Cong esoph fistula/atres,Mayert LLC,68.58,Controlled List,0,18,41,take tulsi
852,Levetiracetam,Autoimmune disease NEC,Mosciski Inc,882.48,General Sales List,0,25,20,use padma-assan
853,SAFEWAY,Mal neo lower vermilion,Stamm-Littel,68.11,Pharmacy Medicine,1,29,27,follow sav-assan
854,Ondansetron,Aircrft acc NEC-crew,"Cremin, Rosenbaum and Bashirian",24.04,Controlled List,0,15,86,do vegetarian
855,Atovaquone and Proguanil Hydrochloride,"Cong hip sublux, bilat",Daugherty-Olson,78.51,Pharmacy Medicine,1,29,30,take wake early
856,EltaMD UV,Zygomatic hyperplasia,Harris-Beer,17.23,Controlled List,0,3,32,take neem
857,AMBROSIA TRIFIDA POLLEN,TB pleurisy-histolog dx,Schimmel-Hoeger,23.09,Pharmacy Medicine,1,15,80,take 8 hour sleep
858,Danazol,Microglossia,Lynch-Hyatt,102.92,Pharmacy Medicine,1,4,17,follow wake early
859,Tizanidine,Artic cartil dis-ankle,"Luettgen, Hayes and Ward",28.84,Controlled List,1,11,38,follow sav-assan
860,Advanced Hand Sanitizer,Ab NOS w compl NEC-comp,"Simonis, Kling and Mraz",46,General Sales List,0,18,71,take boil water
861,Zolpidem Tartrate,Oral aphthae,Harvey and Sons,44.62,General Sales List,0,1,46,take boil water
862,Allegra Cooling Relief Anti-Itch,Preop cardiovsclr exam,Anderson Group,87.44,General Sales List,0,24,77,use sav-assan
863,Phenylalanine,Paraphrenia,Crona-Leannon,12.37,Pharmacy Medicine,1,18,6,follow 8 hour sleep
864,NANOMIX NANO CLEAN,Overxrt-sudn stren mvmt,Hane-Doyle,867.06,General Sales List,0,0,51,practice haldi
865,itch relief,Nephritis NEC,"Bechtelar, Connelly and Boehm",98.84,Controlled List,0,10,82,do 8 hour sleep
866,Topcare Cold Remedy,Eye problems NEC,Lynch-Hyatt,92.42,General Sales List,1,-3,17,do neem
867,Minastrin 24 Fe,Ac erth/erlk wo ach rmsn,Stamm-Littel,44.93,Controlled List,0,-3,27,do wake early
868,Furosemide,Schizophr dis resid-chr,Braun-Bartoletti,28.12,Pharmacy Medicine,1,22,64,practice padma-assan
869,TERRACOTTA BRONZING MIST WITH SUNSCREEN SPF 10 LIGHT 01,Toxic erythema,Witting Inc,93.53,Pharmacy Medicine,0,17,57,take wake early
870,SHISEIDO THE MAKEUP FOUNDATION,Special symptom NEC/NOS,Ankunding Inc,444.59,General Sales List,0,3,48,follow tulsi
871,Dopamine,Abort NOS w shock-unsp,Crona-Leannon,90.78,Controlled List,0,27,6,use vegetarian
872,Concerta,Mal neo oral/pharynx NEC,"Ortiz, Corkery and Koelpin",34.67,Pharmacy Medicine,1,23,67,practice padma-assan
873,Pepbis,RR acc w derail-pers NOS,"O'Conner, Kris and Schowalter",76.24,Pharmacy Medicine,1,28,54,practice padma-assan
874,RECOTHROM,Ac systolic hrt failure,Gerhold and Sons,38.71,Pharmacy Medicine,0,16,31,practice padma-assan
875,Octreotide Acetate,Prem rupt memb-antepart,"Schulist, Jerde and Romaguera",73.31,Controlled List,1,11,91,take tulsi
876,Venlafaxine Hydrochloride,Lipoma NEC,Lemke LLC,712.56,Pharmacy Medicine,0,13,18,use tulsi
877,Escitalopram,Poison-spinal anesthetic,"Maggio, Wehner and Ratke",28.14,Controlled List,1,17,83,use tulsi
878,Signature Body,Hypertens NOS-delivered,Senger-Stamm,91.71,Controlled List,0,11,65,use haldi
879,Hydroxyzine Hydrochloride,TB bone/jt NOS-exam unkn,Stamm-Littel,12.61,Pharmacy Medicine,0,22,27,take padma-assan
880,Cold Multi-Symptom Daytime Non-Drowsy,Large cell lymph multip,Wyman Inc,90.31,General Sales List,0,-3,79,follow sav-assan
881,diltiazem hydrochloride,Joint dis NOS-pelvis,Daugherty-Olson,79.92,General Sales List,1,15,30,practice tulsi
882,Isopropyl Alcohol,Vocal paral unilat part,Crona-Leannon,790.43,General Sales List,0,17,6,practice sav-assan
883,Groundsel,Mal neo lacrimal duct,Lynch-Hyatt,72.41,General Sales List,0,17,17,follow wake early
884,Nitrofurantoin Monohydrate/Macrocrystals,Adv eff intraven anesth,Gerhold and Sons,70.21,Controlled List,1,19,31,take tulsi
885,Painful Urination,Lt-for-date w/mal 2500+g,"Paucek, Wehner and Kunde",77.93,General Sales List,1,27,66,use padma-assan
886,RUSSIAN THISTLE POLLEN,Rubella encephalitis,Kuhic Inc,38.68,General Sales List,0,22,23,do vegetarian
887,Treatment Set TS332509,Allerg rhinitis-cat/dog,DuBuque-Paucek,98.25,General Sales List,0,21,14,practice haldi
888,"Pollens - Trees, Cypress, Arizona Cupressus arizonica",Mult gest-fet reduct del,Kuhic Inc,148.48,Controlled List,1,30,23,use boil water
889,Topcare Naproxen Sodium,Oral soft tissue dis NEC,"Fay, Hessel and Borer",57.74,Controlled List,0,7,36,do boil water
